Entity Type,EntityID,EntityName,Inc/OrgDate,EntityStatus,StatusDate,RegAgentofficeCity
12,A076682,"AFFILIATED-FOX CITIES, LLC",8/20/15,DLQ,7/1/20,MADISON
14,A040826,"AFFILIATED-HEART, LLP",7/28/00,DLQ,7/1/19,MADISON
14,A035606,"AFFILIATED-MILWAUKEE, LLP",1/1/97,DLQ,1/1/19,MADISON
14,A035532,"AFFILIATED-NORTHEAST, LLP",12/6/96,DLQ,10/1/19,MADISON
14,A036997,"AFFILIATED-PRIME, LLP",12/30/97,DLQ,10/1/19,MADISON
14,A034513,"AFFILIATED-ROESSLER, LLP",2/1/96,DLQ,1/1/19,MADISON
14,A035016,"AFFILIATED-SAUK, LLP",6/21/96,DLQ,4/1/19,MADISON
14,A038496,"AFFILIATED-WAUNAKEE, LLP",1/22/99,DLQ,1/1/19,MADISON
2,A091937,AFFINE INC.,2/10/20,INC,2/10/20,MADISON
12,A079031,"AFFINITY 30, LLC",5/23/16,ADS,6/10/19,MADISON
12,A072718,"AFFINITY GOODS, LLC",3/31/14,DIS,9/23/19,MADISON
2,A090491,"AFFIRM IDENTITY (FICT NAME) AFFIRM, INC. (CORP NAME)",9/9/19,INC,9/9/19,MADISON
12,A047931,"AFFIRM, LLC",4/27/04,IGS,4/18/19,MADISON
12,A082507,AFFLUENT INDUSTRIES L.L.C.,5/17/17,ADS,6/13/20,MADISON
12,A092806,AFFORDABLE AUTO REPAIR LLC,5/6/20,ORG,5/6/20,MADISON
12,A075474,AFFORDABLE BROTHERS HANDY SERVICES LLC,3/17/15,IGS,3/13/20,MADISON
14,A050259,AFFORDABLE COMPUTER HELP L.L.P.,4/15/05,DLQ,4/1/19,MADISON
2,A053422,"AFFORDABLE CONSTRUCTION SERVICES, INC.",7/13/06,RCA,10/1/19,MADISON
6,A062364,"AFFORDABLE DENTAL CARE, INC.",2/24/10,IGS,4/13/20,MADISON
5,A045813,"AFFORDABLE DENTURES - GREEN BAY, S.C.",5/21/03,IGS,4/24/20,Madison
5,A062349,"AFFORDABLE DENTURES - MILWAUKEE II, S.C.",2/22/10,ADS,3/17/18,Madison
5,A075982,"AFFORDABLE DENTURES - MILWAUKEE III, S.C.",5/15/15,IGS,4/24/20,Madison
5,A090252,"AFFORDABLE DENTURES & IMPLANTS - APPLETON, S.C.",8/14/19,INC,8/14/19,Madison
5,A089284,"AFFORDABLE DENTURES & IMPLANTS - GREEN BAY, S.C.",5/3/19,INC,5/3/19,Madison
5,A086032,"AFFORDABLE DENTURES & IMPLANTS - KENOSHA, S.C.",5/30/18,INC,5/30/18,MADISON
2,A087608,AFFORDABLE HEALTH SOLUTIONS INC.,11/21/18,RCA,10/1/19,MADISON
12,A078468,AFFORDABLE HOUSING ALTERNATIVES LLC,3/22/16,IGS,3/25/19,MADISON
6,A033362,"AFFORDABLE HOUSING PARTNERS, INC.",2/28/95,DLQ,1/1/19,MADISON
2,A088958,"AFFORDABLE INTERIOR SYSTEMS, INC.",4/8/19,INC,4/8/19,MADISON
12,A063169,AFFORDABLE MOBILE DETAILING LLC,6/18/10,IGS,7/17/20,MADISON
12,A049435,AFFORDABLE MOVING & DELIVERY LLC,12/20/04,IGS,8/30/19,MADISON
12,A088270,"AFFORDABLE RENTAL REPAIRS, LLC",2/1/19,ORG,2/1/19,MADISON
12,A074181,AFFORDABLE STAFFING SOLUTIONS LLC,10/12/14,IGS,12/30/19,MADISON
12,A083944,"AFGM PUBLISHING, LLC",10/27/17,IGS,5/11/20,MADISON
12,A086405,"AFJ, LLC",7/12/18,DLQ,7/1/20,MADISON
2,A088993,"AFJV, INC.",4/10/19,INC,4/10/19,MADISON
12,A088602,"AFK MAD, LLC",3/5/19,ORG,3/5/19,MADISON
16,A087051,"AFLAC CHILDHOOD CANCER FOUNDATION, INC.",9/24/18,INC,9/24/18,MADISON
13,A090474,AFLAC INFOSEC SERVICES LLC,9/6/19,RGD,9/6/19,MADISON
12,A086126,AFREEKA WEAR LLC,6/9/18,DLQ,4/1/20,MADISON
6,A072420,AFRI BLACK COMMUNITY INC.,2/24/14,ADS,3/14/20,MADISON
6,A077394,AFRICAN AMERICAN ALUMNI ASSOCIATION INC.,11/16/15,ADS,12/10/18,MADISON
6,A091107,AFRICAN AMERICAN CENTER FOR CULTURAL ADVANCEMENT DEVELOPMENT CORP.,11/11/19,INC,11/11/19,MADISON
6,A064825,"AFRICAN AMERICANS OF TOMORROW, CO.",3/2/11,IGS,1/8/19,MADISON
6,A031197,"AFRICAN ASSOCIATION OF MADISON, INC.",3/17/93,IGS,1/9/18,MADISON
6,A074516,"AFRICAN CENTER FOR COMMUNITY DEVELOPMENT, INC.",11/24/14,IGS,10/20/19,MADISON
6,A050463,"AFRICAN-AMERICAN COUNCIL OF CHURCHES, INC.",5/11/05,ADS,6/11/18,MADISON
12,A083249,AFRISOCIETY MEDIA LLC,8/13/17,DLQ,7/1/19,MADISON
6,F031753,"AFS-FIRST, INC.",1/12/01,DNP,7/8/20,MADISON
12,A078152,AFTER SCHOOL ARTS LLC,2/19/16,ADS,3/14/20,MADISON
2,A085790,"AFTER, INC.",7/30/18,INC,7/30/18,MADISON
12,A089140,AFTERGLOW TAN CO LLC,5/3/19,ORG,5/3/19,MADISON
2,A043561,"AFTERMATH, INC.",4/15/02,RCA,10/11/18,Madison
13,A086827,A-G ADMINISTRATORS LLC,8/29/18,RGD,8/29/18,MADISON
12,A089205,AG CINEMATICS LLC,4/29/19,ORG,4/29/19,MADISON
12,A084517,"AG CONSULTING GROUP, LLC",1/3/18,ORG,1/3/18,MADISON
12,D066494,"AG HOMES, LLC",5/11/20,ORG,5/11/20,MADISON
13,A090919,"AG RESOURCE INSURANCE, LLC",11/1/19,RGD,11/1/19,MADISON
13,A090918,"AG RESOURCE SERVICING, LLC",11/1/19,RGD,11/1/19,MADISON
12,A092813,AG SPECIALTY CLEANING LLC,5/7/20,ORG,5/7/20,MADISON
6,A027759,"AGAPE COMMUNITY CENTER OF MILWAUKEE, INC.",5/4/89,DIS,12/31/18,MADISON
13,A089965,"AGAPE MECHANICAL HVAC, LLC",7/17/19,RGD,7/17/19,MADISON
13,A089953,AGAPE MECHANICAL LLC,7/17/19,RGD,7/17/19,MADISON
14,A048657,AGAPE SALON L.L.P.,8/13/04,DLQ,7/1/19,MADISON
12,A075568,AGAPE SERVICES LLC,3/30/15,IGS,11/14/18,MADISON
12,A086683,AGATE AESTHETICS LLC,8/13/18,ORG,8/13/18,MADISON
12,A077684,AGATE ELECTRIC LLC,12/26/15,ADS,12/10/18,MADISON
12,A063243,"AGATHA, LLC",7/1/10,ADS,9/10/18,MADISON
12,A084624,"AGAZOON TECHNOLOGIES, LLC",1/14/18,DLQ,1/1/20,MADISON
12,A088074,"AGC INVESTMENTS, LLC",1/11/19,ORG,1/11/19,MADISON
12,A085268,"AGE AT HOME, LLC",3/16/18,ORG,3/16/18,MADISON
6,M051207,"AGEBETTER, INC.",8/5/99,IGS,8/13/18,MADISON
16,A086979,"AGELESS AVIATION DREAMS FOUNDATION, INC.",9/17/18,INC,9/17/18,MADISON
2,A086276,AGENCY 720 INC.,6/26/18,INC,6/26/18,MADISON
2,A085425,AGFA CORPORATION,4/9/18,INC,4/9/18,MADISON
2,A085224,AGFA US CORP.,3/13/18,INC,3/13/18,MADISON
12,A087646,AGFORWARD LLC,11/28/18,ORG,11/28/18,MADISON
12,A059784,AGH WEB TECHNOLOGIES LLC,1/27/09,IGS,9/11/19,MADISON
2,A090354,"AGILE PURSUITS, INC.",11/25/19,INC,11/25/19,MADISON
12,A092193,AGILE SERVICE CONSULTING LLC,3/4/20,ORG,3/4/20,MADISON
2,A091017,"AGILEA SOLUTIONS, INC.",11/27/19,INC,11/27/19,MADISON
12,A077760,"AGILEX BUSINESS SOLUTIONS, LLC",1/5/16,IGS,3/25/20,MADISON
2,A083781,"AGILITY CLINICAL, INC.",10/6/17,RCA,10/11/18,MADISON
12,A042758,"AGNESIAN HEALTHCARE ENTERPRISES, LLC",10/3/01,IGS,10/15/19,MADISON
6,S040877,"AGNESIAN HEALTHCARE FOUNDATION, INC.",6/13/90,IGS,6/2/20,MADISON
6,6S11581,"AGNESIAN HEALTHCARE, INC.",3/7/63,IGS,5/2/20,MADISON
13,A089145,"AGNL JERKY, L.L.C.",4/23/19,RGD,4/23/19,MADISON
13,A092072,"AGNL MUFFLER, L.L.C.",2/21/20,RGD,2/21/20,MADISON
12,A088422,AGON ATHLETICS LLC,2/15/19,ORG,2/15/19,MADISON
12,A073519,"AGOOD CONSTRUCTION, LLC",7/11/14,DLQ,7/1/20,MADISON
12,A089653,AGORA DIGITAL MARKETING LLC,6/12/19,ORG,6/12/19,MADISON
12,A089427,"AGRACE HME, LLC",5/20/19,ORG,5/20/19,MADISON
13,A091079,"AGREE CENTRAL, LLC",11/8/19,RGD,11/8/19,MADISON
13,A089385,"AGREE STORES, LLC",5/15/19,RGD,5/15/19,MADISON
13,A089216,"AGREE WHITESTONE WI, LLC",4/30/19,RGD,4/30/19,MADISON
12,A089994,AGRI EMPLOYEE SOLUTIONS LLC,7/22/19,ORG,7/22/19,MADISON
13,A073362,"AGRI TRADING FATS & OILS TRANSPORTATION, LLC",6/19/14,RCA,10/11/18,Madison
8,A056615,"AGRICULTURAL COMPANY OF AMERICA PARTNERS, LP",11/5/07,CAN,7/2/18,MADISON
8,A075126,"AGRICULTURAL COMPANY OF NORTH AMERICA HOLDINGS, L.P.",2/12/15,CAN,7/13/18,MADISON
12,A065139,"AGRICULTURAL RESEARCH OF WISCONSIN, LLC",4/5/11,DLQ,4/1/20,MADISON
13,A090917,"AGRIFUND, LLC",11/1/19,RGD,11/1/19,MADISON
12,A067828,"AGRI-MANAGEMENT, LLC",4/29/12,IGS,4/23/20,MADISON
2,A084848,"AGRI-SYSTEMS/SYSTEMS WEST, INC.",2/15/18,INC,2/15/18,MADISON
12,A088897,AGRO COSECHADORAS LLC,4/2/19,ORG,4/2/19,MADISON
1,A068508,"AGROGRAPH, INC.",8/8/12,DLQ,7/1/20,MADISON
12,A085864,"AGS INVESTMENTS, LLC",5/11/18,ORG,5/11/18,MADISON
2,A092386,AGSURF CORPORATION,3/20/20,INC,3/20/20,MADISON
12,A082289,"AGT HOLDINGS, LLC",4/26/17,IGS,12/22/19,MADISON
12,A077354,"AGUILAR HOME IMPROVEMENT, LLC",11/11/15,ADS,12/10/18,MADISON
12,A088562,AGUIRRE S CONSTRUCTION LLC,3/3/19,ORG,3/3/19,MADISON
13,A085015,"AGULOS BIOTECH, LLC",2/22/18,RGD,2/22/18,MADISON
12,A058818,"AGVEST AGTECH, LLC",9/2/08,DLQ,7/1/20,MADISON
12,A067914,"AH 125 N MAIN, LLC",5/8/12,DLQ,4/1/20,MADISON
12,A084921,AH 126 STATE LLC,2/13/18,ORG,2/13/18,MADISON
12,A079574,"AH EARNEST, LLC",8/1/16,DLQ,7/1/20,MADISON
12,A088048,"AH REAL ESTATE, LLC",1/9/19,ORG,1/9/19,MADISON
12,A079248,AH SIGNS & LIGHTING LLC,6/17/16,ADS,6/10/19,MADISON
12,A047004,AH! NEED A MASSAGE? LLC,12/15/03,DLQ,10/1/19,MADISON
12,A069834,"AHA! CAREER COACHING, LLC",2/25/13,IGS,2/17/20,MADISON
12,A079127,"AHDF-DURAND PLAZA G/P, LLC",6/3/16,DIS,2/7/18,Madison
12,A071413,"AHDF-NAKOMA HEIGHTS L/P, LLC",10/8/13,DIS,1/24/18,Madison
12,A088043,"AHDF-PARK CLUB L/P, LLC",1/9/19,DIS,6/10/20,MADISON
12,A054075,"AHDF-VALLEY CREST G/P, L.L.C.",10/31/06,DIS,6/10/20,MADISON
2,A091336,"AHEAD, INC.",12/9/19,INC,12/9/19,MADISON
1,A091181,"AHEAD, INC.",11/20/19,DIS,11/20/19,MADISON
2,A092395,"AHERN RENTALS, INC.",3/23/20,INC,3/23/20,MADISON
12,A077368,AHHFACTOR LLC,11/13/15,IGS,5/27/20,MADISON
12,A087895,AHICKS LLC,12/26/18,ORG,12/26/18,MADISON
12,A079557,AHLMAN PERFORMANCE LLC,7/27/16,IGS,5/28/19,MADISON
2,A086031,"AHOLD DELHAIZE USA, INC.",5/30/18,INC,5/30/18,MADISON
12,A092767,AHREN'S FAMILY HOME LLC,5/4/20,ORG,5/4/20,MADISON
13,A085353,"AHS SERVICES, LLC",3/23/18,RGD,3/23/18,MADISON
2,A085766,"AI INTERNATIONAL, INC.",5/1/18,INC,5/1/18,MADISON
12,A092073,AIB PARTNERS LLC,2/24/20,ORG,2/24/20,MADISON
12,A079189,"AIBRIDGE, LLC",6/11/16,IGS,6/26/19,MADISON
13,A091321,"AIC INCOME FUND BALDEV, L.L.C.",12/6/19,RGD,12/6/19,MADISON
13,A089702,"AIC INCOME FUND BOND, L.L.C.",6/14/19,RGD,6/14/19,MADISON
13,A091200,"AIC INCOME FUND DONGES BAY, L.L.C.",11/21/19,RGD,11/21/19,MADISON
13,A090112,"AIC INCOME FUND TOWER, L.L.C.",7/31/19,RGD,7/31/19,MADISON
12,A085311,AIETOS LLC,3/20/18,IGS,1/25/20,MADISON
2,A088636,AIKAM LOGISTICS INC,3/7/19,INC,3/7/19,MADISON
12,A071283,AILEEN'S CLEANING SERVICES LLC,9/13/13,IGS,10/28/18,MADISON
12,A087197,"AIMI ACADEMIC SERVICES, LLC",10/8/18,ORG,10/8/18,MADISON
2,A091899,"AIMMUNE THERAPEUTICS, INC.",2/5/20,INC,2/5/20,MADISON
12,A083101,AIMSIR LLC,7/25/17,DLQ,7/1/19,MADISON
13,A092492,"AIMSURPLUS, LLC",4/6/20,RGD,4/6/20,MADISON
2,A090166,"AIQ GLOBAL, INC.",8/5/19,INC,8/5/19,MADISON
1,A075013,"AIQ SOLUTIONS, INC.",1/22/15,TER,8/5/19,MADISON
2,A089189,"AIR BARRIER SOLUTIONS, INC.",4/26/19,INC,4/26/19,MADISON
12,A077640,AIR BUSINESS PEOPLE LLC,12/17/15,ADS,12/9/19,MADISON
2,A084634,"AIR CENTURION INSURANCE SERVICES, INC.",1/16/18,INC,1/16/18,MADISON
8,A044496,AIR LIQUIDE AMERICA LIMITED PARTNERSHIP (REGD NAME) AIR LIQUIDE AMERICA L.P (PART NAME),10/2/02,CAN,3/11/19,Madison
1,A059940,"AIR MOTION SYSTEMS, INC.",9/2/99,IGS,10/17/19,MADISON
2,A090331,"AIR TECHNIQUES, INC.",9/4/19,INC,9/4/19,MADISON
12,A073319,AIR TIGHT INSULATION & REMODELING L.L.C.,6/15/14,DLQ,4/1/20,MADISON
13,A092794,AIRBNB INSURANCE AGENCY LLC,5/5/20,RGD,5/5/20,MADISON
12,A089061,AIRBRUSH MERCHANT LLC,4/17/19,ORG,4/17/19,MADISON
12,A060540,AIRBRUSH YOU LLC,5/7/09,DLQ,4/1/20,MADISON
2,A092508,AIRCRAFT TECHNICAL PUBLISHERS,4/6/20,INC,4/6/20,MADISON
2,A092648,"AIRDECK, INC.",4/20/20,INC,4/20/20,MADISON
12,A076443,AIRENZ LLC,7/20/15,ADS,9/10/18,MADISON
1,A082032,AIRFLO INC.,3/28/17,ADS,3/14/20,MADISON
12,A071261,"AIR-LEC INDUSTRIES, LLC",9/10/13,IGS,7/20/18,MADISON
13,A085114,AIRLINE TECH REPS LLC,3/2/18,RGD,3/2/18,MADISON
13,A090763,"AIRPLANES, LLC",10/8/19,RGD,10/8/19,MADISON
12,A087004,AIRPORT RD LLC,9/18/18,ORG,9/18/18,MADISON
13,A090213,AIRTECH LLC,8/12/19,RGD,8/12/19,MADISON
2,A087747,"AIRTEK CONSTRUCTION, INC.",12/7/18,INC,12/7/18,MADISON
13,A090947,"AIRWALLEX US, LLC",10/28/19,RGD,10/28/19,MADISON
12,A088512,"AISHANENEH, LLC",2/26/19,ORG,2/26/19,MADISON
2,A066814,"AITHR DEALER, INC.",12/20/11,RCA,10/1/19,MADISON
12,A084420,"AITKEN, LLC",12/21/17,DIS,3/1/18,MADISON
12,A073961,"AITW, LLC",9/12/14,IGS,1/21/20,MADISON
13,A087352,AJ ALF OPERATIONS LLC,10/24/18,RGD,10/24/18,MADISON
12,A082796,"AJ BOMBERS FRANCHISE COMPANY, LLC",6/19/17,DIS,10/22/18,MADISON
12,A064415,"AJ BOMBERS MKE, LLC",12/29/10,IGS,10/21/19,MADISON
12,A065259,"AJ BOMBERS MSN, LLC",4/20/11,DIS,1/4/18,MADISON
12,A079140,AJ CONTROLS LLC,6/6/16,ADS,6/13/20,MADISON
12,A075977,AJ CREATIVE SOLUTIONS LLC,5/16/15,ADS,6/10/19,MADISON
12,A088149,AJ GENERAL CLEANING SERVICES LLC,1/21/19,ORG,1/21/19,MADISON
12,A064793,AJ LAND LLC,2/21/11,DLQ,1/1/20,MADISON
12,A091648,"AJ MANAGEMENT, LLC",2/7/20,ORG,2/7/20,MADISON
13,A087267,AJ OPERATIONS LLC,10/16/18,RGD,10/16/18,MADISON
12,A089059,"AJ REED, LLC",4/17/19,ORG,4/17/19,MADISON
12,A078428,AJ SHEET METAL LLC,3/17/16,DIS,4/8/20,MADISON
12,A061376,"AJ TECHNOLOGIES, L.L.C.",9/21/09,DLQ,7/1/20,MADISON
13,A088193,AJ WHOLESALE LLC,1/24/19,RGD,1/24/19,MADISON
1,A074909,"AJ2 COMPANIES, INC.",1/13/15,DIS,9/4/18,MADISON
12,A090522,AJARA DESIGNS LLC,9/12/19,ORG,9/12/19,MADISON
12,A089328,"AJAX CAPITAL FUND I, LLC",5/9/19,ORG,5/9/19,MADISON
12,A068994,"AJAX DEVELOPMENT, LLC",10/30/12,IGS,10/26/18,MADISON
12,A069221,AJAYS LLC,12/6/12,IGS,10/15/18,MADISON
12,A079595,AJG REMODELING LLC,8/2/16,DLQ,7/1/20,MADISON
2,A086335,"AJINOMOTO HEALTH & NUTRITION NORTH AMERICA, INC.",7/23/18,INC,10/22/19,MADISON
12,A079928,AJK REAL ESTATE LLC,9/16/16,DLQ,7/1/20,MADISON
12,A078761,"AJN REAL ESTATE, LLC",4/22/16,ADS,6/10/19,MADISON
12,A093324,"A'JOURNII, LLC",6/29/20,ORG,6/29/20,MADISON
12,A082763,AJ'S CUSTOM CARPET LLC,6/14/17,IGS,8/5/19,MADISON
1,A030759,"AJS ENTERPRISES, INC.",10/12/92,DIS,5/31/18,MADISON
12,A041771,"AJS PROPERTIES, LLC",3/9/01,DIS,1/25/19,MADISON
12,A086924,AJ'S ROOFING SOLUTIONS LLC,9/10/18,ORG,9/10/18,MADISON
12,A088413,AJU NATURALS LLC,2/14/19,ORG,2/14/19,MADISON
12,A081778,AJULIA LLC,3/1/17,DLQ,1/1/19,MADISON
13,A086491,"AK AVE B, LLC",7/24/18,RGD,7/24/18,MADISON
12,A053719,"AK CARPENTRY, LLC",8/31/06,IGS,7/13/18,MADISON
7,A088923,AK HUNT LTD.,4/12/19,INC,4/12/19,MADISON
2,A058276,"AKA WIRELESS VI, INC.",6/11/08,RCA,10/11/18,Madison
13,A090835,"AKABIS, LLC",10/15/19,RGD,10/15/19,MADISON
12,A077638,AKACHI UNLIMITED LLC,12/17/15,ADS,12/10/18,MADISON WI
6,A039570,"AKANISHTA BUDDHIST CENTER, INC.",10/11/99,IGS,10/9/18,MADISON
2,A090249,"AKEBIA THERAPEUTICS, INC.",8/14/19,INC,8/14/19,MADISON
9,A049071,"A-KERR, INC.",10/22/04,IGS,10/18/19,MADISON
12,A043625,"AKH PROPERTIES, LLC",4/10/02,IGS,7/31/19,MADISON
12,A085379,AKHX76 LLC,3/26/18,ORG,3/26/18,MADISON
2,A089451,AKIL HASSAM MD PC,5/31/19,INC,5/31/19,MADISON
1,A078806,AKIRAH SOFTWARE SOLUTIONS INC.,4/28/16,ADS,6/10/19,MADISON
12,A084977,AKNG LLC,3/1/18,DLQ,1/1/20,MADISON
12,A038862,AKO CUSTOM CARPET DESIGN LLC,4/15/99,ADS,6/10/19,MADISON
12,A081372,AKOGUN LLC,1/17/17,IGS,3/14/19,MADISON
2,A090226,AKRIBIS SYSTEMS INCORPORATED,8/12/19,INC,8/12/19,MADISON
12,A089540,"AKROMAH PHOTOGRAPHY, L.L.C.",5/31/19,ORG,5/31/19,MADISON
12,A075985,AKSCELLENCE INFO SOLUTIONS LLC,5/18/15,IGS,4/18/19,MADISON
12,A079522,AKTORAS CONSULTING LLC,7/22/16,ADS,9/9/19,MADISON
12,A082804,AKULA DATA SOLUTIONS LLC,6/19/17,IGS,4/14/19,MADISON
2,A083411,"AKURAA TECHNOLOGIES, INC.",10/2/17,RCA,10/1/19,MADISON
2,A091900,AKW RESOURCE CENTRE INC.,2/6/20,INC,2/6/20,MADISON
12,A087314,AL BENRUD PSYCHOTHERAPY LLC,10/20/18,ORG,10/20/18,MADISON
12,A089952,AL JR CONSTRUCTION LLC,7/17/19,ORG,7/17/19,MADISON
12,A078346,AL NOCHE YOGA LLC,3/9/16,ADS,3/16/19,MADISON
2,A085750,ALABEK COMMERCIAL ROOFING CORP.,4/27/18,INC,4/27/18,MADISON
12,A086921,ALACRAN AUTO REPAIR LLC,9/10/18,ORG,9/10/18,MADISON
12,A085213,"ALADDIN, LLC",5/1/18,ORG,5/1/18,MADISON
2,A085183,ALAMEDA MORTGAGE CORPORATION,3/9/18,INC,3/9/18,MADISON
13,A088183,"ALAMO BUFFETS PAYROLL, LLC",1/24/19,RGD,1/24/19,MADISON
13,A090559,"ALAMO FRANCHISE SERVICES, LLC",9/16/19,RGD,9/16/19,MADISON
2,A090336,ALAMO GROUP (TX) INC.,8/22/19,INC,8/22/19,MADISON
12,A076935,ALAN LLC,9/22/15,ADS,9/10/18,MADISON
12,A085600,ALANKOSHI LLC,4/14/18,DLQ,4/1/20,MADISON
12,A078293,"ALAN'S MACHINERY MOVER, LLC",3/3/16,IGS,10/22/18,MADISON
2,A088947,ALAS SERVICES INC.,4/5/19,INC,4/5/19,MADISON
12,A057547,ALB ACCOUNTING AND TAX SERVICES LLC,3/8/08,DLQ,1/1/20,MADISON
12,A086482,ALB REMODELING SOLUTIONS LLC,7/24/18,DLQ,7/1/20,MADISON
6,A068933,ALBANIAN AMERICAN ASSOCIATION OF YOUNG PROFESSIONALS INC.,11/7/12,DLQ,10/1/19,MADISON
6,A087638,ALBANIAN-AMERICAN COMMUNITY OF WISCONSIN INC.,11/27/18,INC,11/27/18,MADISON
12,A089501,ALBANS LIVING LLC,5/28/19,ORG,5/28/19,MADISON
13,A087601,ALBANY-BASS CREEK SOLAR LLC,11/20/18,RGD,11/20/18,MADISON
13,A088855,"ALBER USA, LLC",3/29/19,RGD,3/29/19,MADISON
12,S090385,ALBERS ENTERPRISES LLC,1/22/11,IGS,3/1/19,MADISON
12,A086239,"ALBERT CHALKER, LLC",6/22/18,ORG,6/22/18,MADISON
12,A077404,ALBERTO A PENA MEDINA LLC,11/17/15,ADS,12/10/18,MADISON
12,A078616,ALBERTO BOCANEGRA LLC,4/6/16,ADS,6/10/19,MADISON
12,A077408,ALBERTO URTUSUASTEGUI RUIZ LLC,11/17/15,ADS,12/10/18,MADISON
2,A086133,"ALBERTSON ENGINEERING, INC.",6/26/18,INC,6/26/18,MADISON
13,A088924,"ALBRECHT ENGINEERING, LLC",4/4/19,RGD,4/4/19,MADISON
13,A091544,"ALC SCHOOLS, LLC",1/2/20,RGD,1/2/20,MADISON
13,A091739,"ALCATRAZ CRUISES, LLC",1/21/20,RGD,1/21/20,MADISON
12,A056919,ALCHEMY CAFE LLC,12/17/07,IGS,1/5/20,MADISON
12,A074657,ALCHEMY CONSULTING LLC,12/10/14,ADS,12/10/18,MADISON
6,A088667,ALCOHOLICS - ADDICTS - DRUNKS & JUNKIES UNNAMED INCORPORATED,3/12/19,INC,3/12/19,MADISON
6,A088712,ALCOHOLICS UNNAMED INCORPORATED,3/15/19,INC,3/15/19,MADISON
12,A090452,"ALCORN JOB COACHING, LLC",9/5/19,ORG,9/5/19,MADISON
1,H029335,"ALD AUTOMOTIVE, INC.",11/14/96,TER,2/1/20,MADISON
1,A040459,"ALDEN - MEADOW PARK HEALTH CARE CENTER, INC.",5/3/00,IGS,5/8/20,MADISON
1,A062351,"ALDEN ESTATES OF COUNTRYSIDE, INC.",2/23/10,IGS,3/5/20,MADISON
12,A040460,"ALDEN OF CLINTON, L.L.C.",5/3/00,IGS,5/8/20,MADISON
13,A086225,"ALDER HOME SOLUTIONS, LLC (FICT NAME) ALDER HOLDINGS, LLC (COMP NAME)",6/21/18,RGD,6/21/18,MADISON
12,A086011,ALDOS CONSTRUCTION LLC,5/29/18,DLQ,4/1/20,MADISON
12,A089822,"ALDOUS PROPERTIES, LLC",7/2/19,ORG,7/2/19,MADISON
2,A087291,"ALE HEAVYLIFT, INC.",10/17/18,RCA,10/1/19,MADISON
13,A064941,"ALEC, LLC",3/9/11,RCA,10/11/18,Madison
10,G030940,"ALEEN GRABOW, M.D., S.C.",2/5/01,ADS,3/17/18,MADISON
12,A078802,ALEJANDRA HERNANDEZ LLC,4/28/16,ADS,6/10/19,MADISON
12,A077765,ALEJANDRO GOMEZ MARTINEZ LLC,1/6/16,ADS,3/16/19,MADISON
12,A083402,ALEJANDRO R JAURIGUE LLC,8/28/17,DLQ,7/1/19,MADISON
12,A090161,ALEM CONSTRUCTION LLC,8/6/19,ORG,8/6/19,MADISON
12,A057520,"ALEMAN CLEANING, LLC",3/5/08,IGS,6/7/18,MADISON
12,A087090,ALEMAN DRYWALL LLC,9/26/18,DLQ,7/1/20,MADISON
12,A090878,ALEMAN'S FLOOR CARE LLC,10/21/19,ORG,10/21/19,MADISON
1,A081806,"ALERIO, INC.",3/2/17,DLQ,1/1/20,MADISON
12,A072202,ALERO INVESTMENTS LLC,1/28/14,ADS,3/16/19,MADISON
12,A090389,"ALEX AND ALMA STEUBER FAMILY, LLC",8/29/19,ORG,8/29/19,MADISON
13,A087292,"ALEX AND ANI, LLC",10/17/18,RGD,10/17/18,MADISON
12,A077415,ALEX C ALMAN LLC,11/18/15,ADS,12/10/18,MADISON
12,A089955,ALEX HANDYMAN SERVICES LLC,7/17/19,ORG,7/17/19,MADISON
12,A086775,"ALEX J. FRANK CONSULTING, LLC",8/23/18,ORG,8/23/18,MADISON
12,A077380,ALEX JEFFREY LE NEIMEYER LLC,11/13/15,ADS,12/10/18,MADISON
12,A086994,ALEX LANDSCAPING LLC,9/18/18,DLQ,7/1/20,MADISON
12,A088926,ALEX MATHEWS REAL ESTATE LLC,4/5/19,ORG,4/5/19,MADISON
13,A088083,"ALEX N. SILL COMPANY, LLC",1/14/19,RGD,1/14/19,MADISON
12,A089038,ALEXA KATE PHOTO LLC,4/16/19,ORG,4/16/19,MADISON
12,A076344,ALEXA PESERI YOGA LLC,7/6/15,ADS,9/9/19,MADISON
12,A085823,ALEXANDER BURESS LLC,5/7/18,ORG,5/7/18,MADISON
13,A090216,ALEXANDER MANN CWS LLC,8/12/19,RGD,8/12/19,MADISON
12,A087718,ALEXANDER MERCANTILE CO. LLC,12/6/18,ORG,12/6/18,MADISON
12,A084184,ALEXANDRA PAIGE MALLORY LLC,11/29/17,DLQ,10/1/19,MADISON
12,A081564,ALEXANDRIA GRACE ELZINGA LLC,2/6/17,ADS,3/14/20,MADISON
12,A040515,"ALFA MINISTRIES, LLC",5/12/00,ADS,6/11/18,MADISON
1,A042369,"ALFANO & ASSOCIATES, INC.",7/16/01,ADS,9/10/18,MADISON
1,A075681,"ALFAVID, INC.",4/10/15,ADS,6/10/19,MADISON
12,A077379,ALFREDO ALDERETE LLC,11/13/15,ADS,12/10/18,MADISON
12,A082913,ALFREDO DEJESUS VELAZQUEZ CONSTANTINO LLC,7/5/17,DLQ,7/1/19,MADISON
